Row-names,Symbol,Moon-Earth___log2FoldChange,Moon-Earth___padj,data
AT3G17380,,0.151360334,0.595809873,
AT1G07901,,0.111303571,0.595815576,
AT1G45120,NA,-0.077135153,0.596053629,
AT3G21630,CERK1,0.110297543,0.596346819,
AT5G54850,,0.113999136,0.596346819,
AT1G02350,,0.18731118,0.596346819,
AT5G66060,P4H10,-0.097721274,0.596412609,
AT2G39010,PIP2-6,0.079876557,0.596433275,
AT4G33410,SPPL1,0.061503256,0.596498309,
AT5G08150,SOB5,0.307413297,0.596700042,
AT2G23030,SRK2J,0.712235889,0.596700042,
AT2G21430,RD19B,-0.248556346,0.596870623,
AT3G50840,,-0.245527187,0.596870623,
AT5G36790,PGLP1A,-0.184311561,0.596870623,
AT4G26990,,0.176088156,0.596870623,
AT2G12462,,0.248697376,0.596870623,
AT5G08210,MIR834A,0.255833885,0.596870623,
AT3G25560,NIK2,0.298299219,0.597018485,
AT3G13062,,0.133120445,0.597053176,
AT1G72950,,0.216943576,0.597053176,
AT5G18300,anac088,0.432838408,0.597053176,
AT1G30750,,1.329499261,0.597053176,
AT3G52370,FLA15,0.271332879,0.597054407,
AT1G08830,CSD 1.00,-0.41973555,0.597169356,
AT5G20420,CLSY2,0.228375147,0.597169356,
AT2G29500,HSP17.6B,0.267499419,0.597169356,
AT5G03070,IMPA9,0.066359576,0.597285389,
AT2G46040,,-0.107507947,0.597364403,
AT2G20650,FLY2,-0.093865271,0.597441374,
AT2G24650,REM13,-0.054366403,0.597441374,
AT5G41380,,-0.425963476,0.597452119,
AT5G50820,anac097,0.166731436,0.597586677,
AT3G25840,,0.097777494,0.597693743,
ATMG00480,YMF19,0.445405821,0.597693743,
AT3G10300,,-0.242023059,0.597707369,
AT4G40030,,0.09202731,0.597707369,
AT4G18290,KAT2,0.167910422,0.597707369,
AT1G28080,,-0.464157153,0.598078371,
AT4G16900,,-0.060998159,0.598078371,
ATMG00150,ORF116,0.640637502,0.598079959,
AT2G41100,CML12,-0.420819442,0.598259153,
AT1G33400,TPR9,0.064382661,0.598259153,
AT4G23180,CRK10,-0.160905792,0.598384462,
AT5G58530,,0.061668387,0.598384462,
AT1G60010,,0.090560482,0.598384462,
AT5G55250,IAMT1,-0.348077112,0.598466909,
AT1G32340,NHL8,0.099133909,0.598466909,
AT1G31935,,0.180754525,0.598466909,
AT3G01720,SERGT1,0.111311359,0.598554915,
AT1G52790,,0.301445161,0.598554915,
AT2G19790,,0.047822861,0.598685733,
AT5G06530,ABCG22,0.412859036,0.598685733,
AT4G17914,NA,0.289465568,0.598908439,
AT3G52180,DSP4,0.218104741,0.598961138,
AT4G11310,RDL4,1.017507006,0.598961138,
AT2G45890,ROPGEF4,-0.170519726,0.598996979,
AT5G48990,,-0.073726743,0.598996979,
AT3G62830,UXS2,0.10840149,0.599023509,
AT3G28070,,-0.181920335,0.599061291,
AT5G54980,,-0.167159409,0.599161314,
AT5G03690,FBA4,-0.114552378,0.599194462,
AT3G12020,,-0.052797613,0.599194462,
AT1G64385,,-0.04872417,0.599254589,
AT4G37290,PIP2,0.449575036,0.599254589,
AT4G38640,,0.064174267,0.599707415,
AT5G67150,,0.144804801,0.599719631,
AT1G76040,CPK29,0.160275505,0.599832786,
AT4G30830,,0.443312657,0.599832786,
AT5G05230,PUB62,0.072238229,0.599935515,
AT5G41810,,0.088647071,0.600019367,
AT2G28780,,0.37633178,0.600019367,
AT3G01085,,1.93550272,0.600024557,
AT3G53960,NPF5.7,0.151249341,0.600226445,
AT5G58000,,0.173827933,0.600226445,
AT5G04200,AMC9,0.235923486,0.600457668,
AT5G01110,,-0.139485179,0.600515025,
AT1G31040,,0.181156364,0.60051536,
AT5G27030,TPR3,-0.170564384,0.60054992,
AT5G47590,,0.316955303,0.600658674,
AT2G29165,NA,-0.401956474,0.600689846,
AT5G58490,,0.066486623,0.600744592,
AT5G06420,,-0.118853965,0.600752451,
AT4G35810,P4H8,-0.376341147,0.60077222,
AT3G49260,iqd21,-0.233563375,0.600975283,
AT1G27100,,0.096165525,0.600975283,
AT4G11200,NA,-0.227682118,0.601221897,
AT5G17240,SDG 40.00,0.166991037,0.601221897,
AT1G64170,CHX16,0.357555829,0.601290444,
AT5G60022,,0.251999186,0.601509298,
AT1G77660,,0.201367634,0.60156034,
AT4G32200,ASY2,-0.17488607,0.601609159,
AT3G10200,,-0.153404025,0.601892049,
AT2G43840,UGT74F1,0.255547094,0.601942876,
AT5G66280,GMD 1.00,-0.168850732,0.602304062,
ATCG00180,RPOC1,-0.316361287,0.602608133,
AT3G03040,,0.056516211,0.602608133,
AT2G01275,,-0.282572302,0.602616364,
AT1G67410,,-0.073180797,0.602722684,
AT1G54710,ATG18H,0.122339511,0.602722684,
AT5G54200,,-0.112084664,0.602748923,
AT5G44417,NA,-1.238659888,0.602851721,
AT4G15080,PAT19,-0.089229814,0.602851721,
AT5G54650,FH5,-0.095475371,0.60294618,
AT3G15740,,0.462970463,0.60294618,
AT5G42230,SCPL41,0.275052185,0.603009332,
AT1G21660,,0.066329142,0.603031441,
AT2G02710,TLP1,0.316264788,0.603032098,
AT3G27580,D6PKL3,-0.085204777,0.603075114,
AT5G11610,,-0.131121423,0.603220741,
AT3G27670,RST1,-0.067426008,0.60351894,
AT4G24080,ALL 1,-0.300532287,0.603522841,
AT2G25980,JAL20,-2.343902162,0.603591178,
AT1G53860,,0.191202757,0.603591178,
AT3G55840,HSPRO1,0.427269311,0.603591178,
AT2G01913,,-0.213675944,0.603603442,
AT2G21060,CSP4,-0.150374839,0.603710074,
AT2G30060,RANBP1B,-0.064079545,0.603931898,
AT3G26130,,0.502658006,0.603967429,
AT3G62100,IAA30,-0.218172375,0.604037059,
AT1G65485,NA,0.647825073,0.604076362,
AT5G50580,SAE1B-2,0.277877345,0.604115578,
AT3G01800,,-0.137922764,0.604148289,
AT5G63520,,-0.060870171,0.604203853,
AT3G23805,RALFL24,-0.151288899,0.604256984,
AT4G34260,FUC95A,-0.131665469,0.60427795,
AT5G06120,,0.046484548,0.604756297,
AT5G26340,STP13,-0.2723141,0.604797429,
AT1G30720,,-0.45656587,0.60492549,
AT1G76270,OFUT16,0.047894932,0.605019126,
AT3G63210,MARD1,0.158995776,0.605143046,
AT1G14100,FUT8,-0.376511102,0.605189233,
AT5G14200,IMDH3,-0.36256171,0.605189233,
AT2G14820,NPY2,-1.221514246,0.605311927,
AT3G61970,NGA2,0.119615592,0.605311927,
AT1G27030,,0.272437605,0.605311927,
AT3G11910,UBP13,-0.056825742,0.605319655,
AT2G46620,,0.154697522,0.605361464,
AT1G76530,PILS4,0.306441716,0.605361464,
AT4G22020,NA,-0.475365162,0.60554301,
AT2G33845,,-0.076979461,0.605596866,
AT5G53170,FTSH11,-0.098649754,0.605856422,
AT2G15070,NA,0.350252191,0.605856422,
AT3G16910,AAE7,0.069647853,0.605861148,
AT5G48680,,0.06094681,0.605958856,
AT2G37130,PER21 AT2G37130,-0.427577263,0.605965627,
AT1G16390,3-Oct,-0.371586238,0.605965627,
AT1G07170,,0.088275914,0.605965627,
AT3G62610,MYB11,0.686215759,0.606089481,
AT2G45260,,0.077839263,0.60626245,
AT1G14280,PKS2,0.226445626,0.60626245,
AT5G06280,,0.126815818,0.606278314,
AT5G03200,LUL 1.00,0.17188824,0.606300408,
AT4G39780,ERF060,0.182301309,0.606300408,
AT5G45080,PP2A6,-0.501071561,0.606336008,
AT2G26860,,0.115926452,0.606336008,
AT5G49320,,0.286878631,0.606336008,
AT4G23150,CRK7,0.534053119,0.606336008,
AT2G23110,,1.000788191,0.606457536,
AT2G35920,,0.061305209,0.606545379,
AT3G09370,MYB3R-3,0.071056464,0.606545379,
AT5G65860,,0.107888628,0.606545379,
AT5G65500,,0.745447044,0.606545379,
AT1G66080,,-0.092563475,0.606602887,
AT5G64490,APUM26,0.223746144,0.606602887,
AT5G43890,YUC5,0.461303095,0.606602887,
AT4G27100,,-0.10413123,0.606698146,
AT4G23720,,-0.247127886,0.606731412,
AT5G42820,U2AF35B,-0.117945436,0.606731412,
AT3G21270,DOF3.1,0.208560316,0.606731412,
AT4G25760,GDU2,0.283286511,0.606731412,
AT3G51250,,-0.08955653,0.606746848,
AT4G17160,RABB1A,0.361242064,0.606746848,
AT3G52090,NRPB11,0.053837552,0.606775836,
AT1G04180,YUC9,-0.481030351,0.606981993,
AT5G54680,ILR 3.00,0.08412953,0.606981993,
AT5G05980,FPGS1,0.104530637,0.606981993,
AT1G61830,NA,0.211727329,0.607070632,
AT1G06410,TPS7,-0.107532511,0.607280922,
AT4G38790,,-0.064396034,0.607280922,
AT3G09160,,0.226735503,0.607280922,
AT5G43822,,0.078973692,0.60751138,
AT1G70985,,0.370662835,0.60751138,
AT2G19640,ASHR2,0.092783966,0.607543756,
AT4G30420,,-2.314148713,0.607648288,
AT5G62800,,2.334220622,0.607648288,
AT4G28700,AMT1-4,-0.383500377,0.607844835,
AT2G33850,,-0.299499557,0.607844835,
AT1G07810,ECA1,0.098313709,0.607889087,
AT5G64770,RGF9,-0.239231417,0.607894217,
AT5G58710,CYP20-1,-0.078821945,0.60816907,
AT3G62180,,2.303480845,0.608440988,
AT3G45840,,1.668816841,0.608540922,
AT5G41460,,0.255320234,0.60869121,
AT4G29380,VPS15,0.067290799,0.608864559,
AT5G25390,SHN3,0.55922045,0.608864559,
AT4G37610,BT5,-0.717904564,0.609058969,
AT5G16510,RGP5,0.041528324,0.609058969,
AT1G08160,,-0.217647554,0.609357652,
AT5G10150,UFC,-0.23749327,0.609370023,
AT3G27310,PUX1,0.065062985,0.609370023,
AT1G66130,,0.084628365,0.609370023,
AT4G28030,,-0.118468585,0.609371768,
AT4G33420,,0.252271521,0.609371768,
AT5G43720,,-0.066484775,0.609850768,
AT4G21710,NRPB2,-0.046241579,0.609971546,
AT1G18270,,0.114051767,0.609971546,
AT4G07830,NA,-0.349201394,0.61009754,
AT1G24240,,-0.104753115,0.61009754,
AT4G01570,,-0.070224437,0.61009754,
AT1G80690,,-0.174268938,0.61010561,
AT4G08035,,0.100275632,0.61010561,
AT1G79580,SMB,2.321358524,0.61010561,
AT5G56590,,0.086288518,0.610297291,
AT3G43860,AtGH9A4,1.603474695,0.610397956,
AT3G25170,RALFL26,1.65473943,0.610397956,
AT5G16530,PIN5,0.37085597,0.610424296,
AT2G21470,SAE2,0.079953079,0.610448884,
AT3G28830,,0.508031307,0.610522323,
AT1G28360,ERF12,0.325764583,0.610577997,
AT2G25250,,-0.105712314,0.610591861,
AT2G01750,MAP70-3,-0.086998502,0.610591861,
AT3G07930,MBD4L,0.079160228,0.610591861,
AT5G24920,GDU5,0.155251671,0.610591861,
AT5G56840,,0.47743442,0.610591861,
AT1G31970,RH5,-0.089460891,0.610670135,
AT3G13310,,0.198985439,0.610670135,
ATCG00020,PSBA,0.351975386,0.610670135,
AT1G65790,SD17,-0.370334658,0.610685738,
AT1G10550,XTH33,-0.492432371,0.610796756,
AT1G61575,,-0.451239094,0.610796756,
AT4G35890,LARP1C,0.080679147,0.610796756,
AT1G17615,,0.927079757,0.610796756,
AT4G38920,VHA-c3,0.051760867,0.611018872,
AT3G05640,,0.253480067,0.611018872,
AT1G29520,,-0.188527387,0.611376439,
AT5G25350,EBF2,0.137929249,0.611376439,
AT1G15830,,0.338877681,0.611697562,
AT3G13400,sks13,-0.788705435,0.61192688,
AT5G28415,NA,-0.293788496,0.612013444,
AT4G32180,PANK2,0.064496177,0.612507595,
AT3G19340,,-0.080644915,0.61255114,
AT5G49640,,0.122624192,0.61255114,
AT5G61455,U2.7,0.291670931,0.612640437,
AT5G64040,PSAN,-0.16743943,0.612753177,
AT4G17760,,-0.192416407,0.612864461,
AT1G62835,NA,-0.463487832,0.612891434,
AT3G09100,,0.075072787,0.612891434,
AT3G17780,,-0.111802442,0.613077449,
AT2G05710,ACO3,0.154705492,0.613140514,
AT1G19300,GATL1,0.090095095,0.613327786,
AT2G25330,,1.862045654,0.613445993,
AT1G76430,PHT1-9,0.679058338,0.613684366,
AT3G20300,,0.212127393,0.613687578,
AT3G48430,REF6,-0.066592263,0.613767724,
AT4G14110,CSN8,0.076626161,0.613767724,
AT1G14120,,0.530837809,0.61380345,
AT4G24780,,-0.240044531,0.613973497,
AT3G03880,,0.058953888,0.613973497,
AT2G44525,,0.053791028,0.613995067,
AT2G47470,PDIL2-1,0.111747845,0.614043067,
AT5G57160,LIG4,-0.053332716,0.614077832,
AT5G42710,,-0.304804452,0.61420638,
AT1G67590,,-0.190557301,0.614222696,
AT1G79010,,-0.049549477,0.614222696,
AT5G46170,,0.051125129,0.614312362,
AT1G52618,,-0.125843783,0.614436693,
AT3G23400,PAP6,-0.092353032,0.614436693,
AT4G08900,ARGAH1,0.108149833,0.614440444,
AT5G49810,MMT1,0.073250226,0.614454054,
AT1G62510,,-0.431428247,0.614470757,
AT1G01780,PLIM2B,0.114014652,0.614470757,
ATMG00665,NAD5B,0.35302856,0.614470757,
AT4G08960,,0.055442773,0.614473074,
AT4G22580,GT19,0.133484499,0.614473074,
AT3G21160,MNS2,0.070260566,0.614652634,
AT5G45950,,-0.174802462,0.61471883,
AT2G44940,ERF034,0.26576731,0.614764908,
AT2G29130,LAC2,-0.608404779,0.614776991,
AT1G45150,,0.097574231,0.614776991,
AT3G26430,,-0.215261674,0.614820421,
AT3G19800,,0.115420394,0.614820421,
AT1G28470,NAC010,0.229549101,0.614820421,
AT3G29776,NA,0.099126651,0.615006342,
AT2G21930,,0.749473389,0.615006342,
AT3G45610,DOF3.2,-0.166021597,0.61504245,
AT3G55720,,-0.30937494,0.61519952,
AT1G74660,MIF1,0.254729773,0.61519952,
AT2G31870,PARG1,-0.113047381,0.615313626,
AT4G15090,FAR1,0.045269667,0.615313626,
AT5G38980,,0.104082834,0.615343218,
AT1G05410,,0.049936583,0.615364491,
AT1G16240,SYP 51,0.065664597,0.615449363,
AT2G19130,,0.241905188,0.615469029,
AT4G05631,,-0.069876213,0.615617552,
AT5G16290,VAT1,-0.065984011,0.615617552,
AT4G30780,,0.065881568,0.615617552,
AT4G22850,,-0.075791298,0.615846384,
AT5G08120,MPB2C,-0.077070154,0.616083282,
AT5G03620,SBT4.15,-0.245327324,0.616097372,
AT2G01080,,-0.125625652,0.616206658,
AT1G16590,REV7,-0.13547981,0.616260539,
AT5G22060,ATJ2,0.127350984,0.616283372,
AT1G14420,AT59,0.63649636,0.616283372,
AT3G14067,SBT1.4,-0.22646553,0.616284265,
AT3G16100,RABG3C,0.081110674,0.616284265,
AT5G37530,,0.086338132,0.616284265,
AT1G12620,,-0.093913221,0.616298527,
AT4G22756,SMO1-2,-0.133802914,0.616375269,
AT1G69280,,0.115542412,0.616615698,
AT4G01250,WRKY22,0.144532535,0.616615698,
AT3G43828,NA,0.41373523,0.616615698,
AT1G77090,PPD4,0.0711498,0.616644011,
AT4G28750,PSAE1,-0.142446931,0.616745237,
AT3G17440,NPSN13,-0.078178864,0.616874561,
AT1G11360,,0.061183765,0.616874561,
AT5G15800,1-Sep,-0.503121814,0.616996244,
AT5G64360,,-0.071536008,0.617074689,
AT5G45440,,0.320794323,0.617199468,
AT3G59680,,-0.226116749,0.617246716,
AT2G22088,,0.25699815,0.617246716,
AT4G00525,,0.122476059,0.617715987,
AT2G17060,,-0.404601283,0.617739385,
AT1G68150,WRKY9,-0.350423488,0.617739385,
AT1G09415,NIMIN-3,-0.163066912,0.617739385,
AT3G28970,AAR3,0.06617166,0.617739385,
AT5G39340,AHP3,0.075982194,0.617739385,
AT3G53840,WAKL15,0.202721477,0.617739385,
AT4G28250,EXPB3,0.306985685,0.617739385,
AT3G16770,RAP2-3,0.351174093,0.617739385,
AT3G14362,DVL19,1.862853644,0.617739385,
AT5G22740,CSLA2,0.162051504,0.617826044,
AT1G24530,,0.348646457,0.617861428,
AT5G05960,,0.439739533,0.617861428,
AT1G19340,,-0.250724537,0.617883121,
AT1G71840,,-0.083986714,0.617919769,
AT2G28880,ADCS,-0.07629003,0.617919769,
AT5G04380,,2.274591386,0.617929642,
AT1G14900,HMGA,-0.126570231,0.617967228,
AT1G65845,,0.281463628,0.617967228,
AT3G52748,,0.37737266,0.617967228,
AT2G27240,ALMT7,-0.803301153,0.618070828,
AT3G17050,NA,0.334448957,0.618070828,
AT1G52315,,-0.133066307,0.618092298,
AT2G37930,,0.126221411,0.618092298,
AT1G11500,,-0.299609015,0.618215411,
AT1G23340,,-0.205097129,0.618215411,
AT3G18630,UNG,-0.195828553,0.618215411,
AT1G12930,,-0.054762138,0.618215411,
AT1G27970,NTF2B,0.08490845,0.618215411,
AT1G80520,,0.176372591,0.618215411,
AT1G12630,ERF027,0.294536156,0.618215411,
AT3G56940,CRD1,0.110871789,0.618346571,
AT3G56860,UBA2A,-0.054443757,0.618412714,
AT5G39970,,-0.189123581,0.618559742,
AT2G27470,NF-YB11,-0.148023518,0.618559742,
AT1G60690,,-0.096450101,0.618559742,
AT4G00630,KEA2,0.169503966,0.618559742,
AT3G29160,KIN11,0.049812022,0.618566322,
AT5G38940,,-0.270181406,0.618766261,
AT4G13992,,0.195024676,0.618766261,
AT3G49620,DIN11,-0.733769776,0.618790324,
AT4G13320,,-0.157804172,0.618790324,
AT2G23950,,0.203682496,0.618790324,
AT4G08109,NA,-0.423846921,0.618824227,
AT3G23010,AtRLP36,-0.379891447,0.618893995,
AT3G50560,,-0.216854598,0.618893995,
AT5G47230,ERF5,-0.155280839,0.618893995,
AT2G17200,DSK2B,0.091272951,0.618893995,
AT4G08300,,0.478119737,0.618911979,
AT2G03500,EFM,-0.149102789,0.619032393,
AT3G18040,MPK9,0.052340172,0.619032393,
AT3G30300,OFUT27,0.073830637,0.619043208,
AT4G01950,ATGPAT3,-0.162436885,0.619378828,
AT4G31180,IBI1,-0.059929356,0.619378828,
AT2G41630,TFIIB1,0.038975028,0.619378828,
AT4G26380,,1.883467083,0.619378828,
AT2G20800,NDB4,0.436010358,0.619519246,
AT2G38152,,0.338138386,0.619538664,
AT5G23130,,-0.093760097,0.61963892,
AT3G51760,,0.16454237,0.619805925,
AT1G04090,,-0.480463138,0.619862863,
AT1G08420,BSL2,0.065714602,0.619918374,
ATCG00730,PETD,-0.163741351,0.619939874,
AT1G18650,PDCB3,-0.205740402,0.619941538,
AT2G38680,,0.058116061,0.620030431,
AT3G60150,,0.103408339,0.620030431,
AT1G67060,,0.131910585,0.620224151,
AT1G10670,ACLA-1,-0.069390457,0.620346567,
AT3G54840,RABF1,0.060322007,0.620346567,
AT3G42658,NA,0.458117537,0.620346567,
AT1G16410,CYP79F1,-0.442151096,0.620365837,
AT5G39330,,-0.505601093,0.620378281,
AT1G50840,POLGAMMA2,-0.068299954,0.620555369,
AT1G10560,PUB18,-0.251151619,0.620625458,
AT3G54270,SPP3A,-0.106375892,0.620718755,
AT3G63200,PLP9,-0.214837166,0.620727058,
AT1G14550,PER5,2.255391403,0.620809472,
AT5G48940,RCH1,-0.372390466,0.620867233,
AT3G01980,,0.07433472,0.620867233,
AT1G20920,RH42,-0.095827192,0.620877489,
AT3G26134,NA,0.271456339,0.621091438,
AT4G37080,,-0.166423457,0.621184923,
AT1G03590,PPC6-6,0.111300509,0.621215389,
AT1G54220,,0.070152992,0.62128542,
AT1G74700,TRZ1,-0.144943908,0.621308683,
AT3G29670,PMAT2,0.295970817,0.621308683,
AT5G46840,,-0.073237881,0.621324848,
AT4G12580,,0.267283798,0.621694856,
AT3G62240,,-0.056821055,0.621801691,
AT1G15180,DTX13,-0.12016597,0.621984588,
AT3G14460,,-0.116282697,0.622212606,
AT2G29750,UGT71C1,0.43556268,0.622327824,
AT3G49601,,-0.111224299,0.622339388,
AT4G39110,,-0.196843366,0.622539876,
AT5G04860,,0.103230789,0.622540734,
AT5G50810,TIM8,-0.102004292,0.622876462,
AT1G24996,,-0.316618943,0.622893307,
AT5G50330,,0.102173933,0.62292679,
AT1G18480,SLP2,0.087818038,0.62311754,
AT2G23740,SUVR5,-0.04684893,0.623183569,
AT4G32360,MFDR,-0.060404806,0.623200334,
AT4G09920,,0.195212031,0.623200334,
AT4G15258,SNOR37-2,0.240714803,0.623220103,
AT2G28520,VHA-A1,0.042192667,0.623322214,
AT5G09220,AAP2,-0.308068802,0.623536568,
AT1G51730,,-0.075750193,0.623619312,
AT1G21280,,0.058357307,0.623619312,
AT4G02880,,0.082158609,0.62365822,
AT1G59520,CW7,0.052140223,0.623660836,
AT1G63420,,0.229443299,0.62371746,
AT5G23440,FTRA1,-0.090286101,0.62394089,
AT5G46690,BHLH71,-0.245311222,0.624039431,
AT2G37540,,-0.186657733,0.624039431,
AT1G17760,CSTF77,0.084383875,0.624039431,
AT3G63440,CKX6,-0.101169254,0.624091634,
AT2G07722,,0.632713814,0.624168315,
AT5G16730,,-0.077946338,0.624319087,
AT3G19670,PRP40B,0.075465617,0.62436196,
AT1G65440,SPT6,-0.076438591,0.624425805,
AT4G35650,IDH3,0.728460256,0.624425805,
AT1G55560,sks14,1.228386953,0.624504322,
AT1G12440,SAP1,-0.114395497,0.624569812,
AT4G02120,,0.079798505,0.624569812,
AT5G35450,RPP8L3,0.17680704,0.624569812,
AT5G45090,PP2A7,-0.939177015,0.624602676,
AT4G25170,,-0.171269587,0.624602676,
AT3G09440,HSP70-3,-0.151934774,0.624602676,
AT1G44100,AAP5,0.186366859,0.624648641,
AT5G58003,CPL4,0.064387999,0.624671749,
AT5G18520,,0.054445052,0.624825589,
AT1G61520,LHCA3,-0.137560016,0.624868271,
AT1G10590,,-0.055859852,0.624868271,
AT2G44510,,0.11249997,0.624868271,
AT5G40080,,-0.079105123,0.624957475,
AT2G26820,ATPP2-A3,-0.727202825,0.625464265,
AT2G14860,,-0.143425546,0.625464265,
AT2G29990,NDA2,0.189964631,0.625464265,
AT2G04850,AT2G04850,-0.117683248,0.625642577,
AT1G06450,CAF1-1 AT1G06450,-0.080784668,0.625642577,
AT5G64330,RPT3,-0.159862094,0.625828466,
AT1G36160,ACC1,0.090414463,0.625931432,
AT5G09250,KIWI,0.045944431,0.626011242,
AT3G18990,VRN1,0.081714517,0.626011242,
AT1G65910,anac028,0.169784637,0.626157931,
AT5G37760,,0.38451956,0.626157931,
AT4G01985,,0.460201725,0.626157931,
AT3G03050,CSLD3,-0.064526987,0.626291334,
AT3G53560,,0.113750868,0.626305217,
AT2G16595,,0.342837136,0.626305217,
AT1G02900,RALF1,0.279917456,0.626359906,
AT1G55820,GIP1L,-0.129963045,0.626482415,
AT3G46550,FLA4,-0.108941463,0.626482415,
AT4G38130,HDA19,-0.065347101,0.626482415,
AT5G41685,TOM7-1,-0.068495012,0.626516807,
AT3G20865,AGP40,-0.273028204,0.626568229,
AT5G25240,,-0.26957134,0.626568229,
AT2G07080,NA,1.365151982,0.626568229,
AT4G26650,,-0.080968204,0.6266472,
AT1G17040,SHA,0.090102712,0.6266472,
AT2G27550,CEN,-0.620030643,0.626797164,
AT3G29638,,-0.508694976,0.626825759,
AT1G02810,PME7,-0.306082451,0.626825759,
AT1G74310,CLPB1,0.103592824,0.626825759,
AT1G12020,AT1G12020,-0.204908374,0.626983495,
AT5G37055,SWC6,0.074098825,0.627028249,
AT5G41560,,0.081096194,0.627028249,
AT4G03180,,-0.095410649,0.62723734,
AT5G61510,,0.274042811,0.62723734,
AT4G26288,,0.442007548,0.62723734,
AT3G05890,RCI2B,-0.275619813,0.627432681,
AT1G77960,,0.43571729,0.627432681,
AT5G50030,,1.354112294,0.627432681,
AT4G13360,,0.059070247,0.627464774,
ATMG00960,CCB203,0.738278636,0.627487836,
AT5G15270,,-0.055447571,0.627507184,
AT5G64190,,0.714466858,0.627507184,
AT3G44770,,-0.292051774,0.62758975,
AT1G19360,RRA3,0.069347471,0.62758975,
AT1G75340,CG1,-0.058096563,0.627668316,
AT4G20362,,0.245017033,0.627668316,
AT5G55700,BAM 4.00,-0.04696415,0.627776076,
AT3G03776,,-0.271768296,0.627884994,
AT1G02540,,0.981472064,0.627884994,
AT3G05380,ALY2,0.118289097,0.627897196,
AT2G39260,UPF2,-0.061765372,0.627961731,
AT4G13220,,0.062602452,0.628138693,
AT1G02140,MEE63,0.034379496,0.628142905,
AT1G34420,,0.342277807,0.628314148,
AT5G63650,SRK2H,0.149084543,0.628463283,
AT1G17430,,-0.179047536,0.628536493,
AT5G17850,CCX2,0.15985487,0.628555693,
AT5G12300,,0.236702206,0.628593513,
AT3G44740,,-0.09181679,0.628652205,
AT3G24490,,0.139484199,0.628652205,
AT4G28490,RLK5,0.252592428,0.628947854,
AT4G13420,POT5,0.902375897,0.629037454,
AT1G56590,AP3M,-0.05420654,0.629056282,
AT1G76770,AT1G76770,0.302522764,0.629192777,
AT2G02800,PBL3,0.071344454,0.629452887,
AT1G14350,MYB124,0.147767222,0.629452887,
AT5G35495,NA,-0.55104595,0.629701215,
AT4G14300,RNP1,-0.077022251,0.629890816,
AT2G24070,QWRF4,0.204484987,0.630008582,
AT4G23190,CRK11,0.200703594,0.630042326,
AT5G51220,,-0.111855353,0.630102434,
AT1G80810,,0.080182634,0.630102434,
AT4G01220,MGP4,-0.046845284,0.630125265,
AT2G36590,PROT3,-0.158768228,0.630177,
AT4G14100,,-0.092129345,0.630201577,
AT1G70920,ATHB-X,0.311844337,0.630201577,
AT1G16570,,0.044034754,0.630291634,
AT3G26850,,0.065302482,0.630291634,
AT1G16260,WAKL8,0.145703652,0.630291634,
AT2G36695,,2.195127564,0.630291634,
AT2G46890,,0.16059165,0.630358591,
AT1G13650,,0.401100889,0.630482216,
AT1G23860,RSZ21 AT1G23860,0.065483066,0.630518102,
AT3G45860,CRK4,-0.519306006,0.630574569,
AT1G70560,TAA1,-0.264072312,0.630574569,
AT4G08330,,0.10064957,0.630631961,
AT4G36600,,0.603806168,0.630777279,
AT5G03880,,-0.099443631,0.631069753,
AT2G21880,RABG2,-0.191494109,0.631223666,
AT2G17390,AKR2B,0.070826659,0.631223666,
AT5G01595,,-0.218291,0.631236889,
AT5G42000,,-0.06174774,0.631236889,
AT1G78895,RTNLB22,0.069750761,0.631236889,
AT4G30935,WRKY32,0.110825051,0.631236889,
AT5G17460,,0.401829857,0.631236889,
AT1G27461,,1.821298212,0.631236889,
AT1G64450,,-0.114319429,0.631379524,
AT5G50380,ATEXO70F1,0.101091945,0.631379524,
AT3G27997,NA,0.217039794,0.631379524,
AT5G22460,,0.500921278,0.631379524,
AT4G32960,,-0.055245974,0.631399927,
AT1G55360,,-0.152261871,0.631441676,
AT1G50620,,-0.046572961,0.631441676,
AT5G14730,,-0.194502389,0.631472353,
AT3G16980,NRPB9A,0.183997117,0.631472353,
AT2G06530,VPS2.1,0.081619762,0.631495616,
AT5G14590,,0.055584483,0.631529205,
AT1G73875,CCR4-5,0.050406422,0.631546318,
AT4G03965,,0.166983727,0.631549716,
AT2G44930,,0.259755193,0.631549716,
AT1G55550,KIN14T,0.102338966,0.631555507,
AT1G10320,,0.112569216,0.631758684,
AT3G11600,,0.087648461,0.631810972,
AT3G52460,,0.257975424,0.632054211,
AT5G21274,CAM6,-0.047196201,0.632121891,
AT1G63290,,0.048033438,0.632121891,
AT1G77330,,-0.32335654,0.6322073,
AT1G04530,TPR4,-0.15949305,0.632265149,
AT3G54200,,0.139211087,0.63252849,
AT3G28890,AtRLP43,0.481336787,0.632637057,
AT2G30340,LBD13,-0.97517626,0.632859321,
AT1G08900,SUGTL3,-0.100212905,0.632937693,
AT2G33100,CSLD1,0.462564336,0.633085414,
AT2G27930,,-0.27552153,0.633175091,
AT1G66680,AR401,0.085245221,0.63324285,
AT2G44300,,-0.253045571,0.633656555,
AT1G21110,IGMT3,-0.49724651,0.633740353,
AT1G52660,,-2.162615013,0.633784019,
AT5G08391,,0.33278861,0.633784019,
AT3G56730,,-0.151335661,0.633934568,
